lambda,lambda_label,gamma,activation_cost_K,case_count,recommend_3arm_count,recommend_2arm_count,recommend_3arm_ratio_percent,mean_final_integrated_score,min_final_integrated_score,max_final_integrated_score,mean_recommended_speed_multiplier,note
10,10,0,6,16,0,16,0.0,-20.12,-32.74,-7.74,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0,8,16,0,16,0.0,-22.38,-34.93,-10.02,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0,10,16,0,16,0.0,-24.65,-37.12,-12.29,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0,12,16,0,16,0.0,-26.91,-39.31,-14.57,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0,15,16,0,16,0.0,-30.31,-42.59,-17.99,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0,20,16,0,16,0.0,-35.98,-48.06,-23.68,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0,25,16,0,16,0.0,-41.64,-53.53,-29.37,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,0,16,0,16,0.0,-16.33,-32.31,-4.5,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,2,16,0,16,0.0,-18.6,-34.5,-6.78,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,4,16,0,16,0.0,-20.86,-36.69,-9.05,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,6,16,0,16,0.0,-23.13,-38.87,-11.33,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,8,16,0,16,0.0,-25.4,-41.06,-13.61,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,10,16,0,16,0.0,-27.66,-43.25,-15.88,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,12,16,0,16,0.0,-29.93,-45.44,-18.16,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,15,16,0,16,0.0,-33.33,-48.72,-21.58,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,20,16,0,16,0.0,-38.99,-54.19,-27.27,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,0.5,25,16,0,16,0.0,-44.66,-59.66,-32.96,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,0,16,0,16,0.0,-19.35,-38.44,-8.09,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,2,16,0,16,0.0,-21.61,-40.63,-10.37,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,4,16,0,16,0.0,-23.88,-42.82,-12.64,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,6,16,0,16,0.0,-26.14,-45.0,-14.92,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,8,16,0,16,0.0,-28.41,-47.19,-17.2,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,10,16,0,16,0.0,-30.67,-49.38,-19.47,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,12,16,0,16,0.0,-32.94,-51.57,-21.75,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,15,16,0,16,0.0,-36.34,-54.85,-25.17,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,20,16,0,16,0.0,-42.01,-60.32,-30.86,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1,25,16,0,16,0.0,-47.67,-65.79,-36.55,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,0,16,0,16,0.0,-22.36,-44.57,-11.68,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,2,16,0,16,0.0,-24.63,-46.76,-13.96,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,4,16,0,16,0.0,-26.89,-48.95,-16.23,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,6,16,0,16,0.0,-29.16,-51.13,-18.51,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,8,16,0,16,0.0,-31.42,-53.32,-20.79,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,10,16,0,16,0.0,-33.69,-55.51,-23.06,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,12,16,0,16,0.0,-35.96,-57.7,-25.34,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,15,16,0,16,0.0,-39.35,-60.98,-28.76,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,20,16,0,16,0.0,-45.02,-66.45,-34.45,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,1.5,25,16,0,16,0.0,-50.69,-71.92,-40.14,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,0,16,0,16,0.0,-25.37,-50.7,-14.73,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,2,16,0,16,0.0,-27.64,-52.89,-16.98,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,4,16,0,16,0.0,-29.91,-55.08,-19.23,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,6,16,0,16,0.0,-32.17,-57.26,-21.49,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,8,16,0,16,0.0,-34.44,-59.45,-23.74,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,10,16,0,16,0.0,-36.7,-61.64,-25.99,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,12,16,0,16,0.0,-38.97,-63.83,-28.24,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,15,16,0,16,0.0,-42.37,-67.11,-31.62,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,20,16,0,16,0.0,-48.04,-72.58,-37.25,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
10,10,2,25,16,0,16,0.0,-53.7,-78.05,-42.88,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,0,16,0,16,0.0,-35.6,-55.82,-20.2,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,2,16,0,16,0.0,-37.86,-58.01,-22.48,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,4,16,0,16,0.0,-40.13,-60.2,-24.75,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,6,16,0,16,0.0,-42.39,-62.38,-27.03,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,8,16,0,16,0.0,-44.66,-64.57,-29.31,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,10,16,0,16,0.0,-46.92,-66.76,-31.58,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,12,16,0,16,0.0,-49.19,-68.95,-33.86,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,15,16,0,16,0.0,-52.59,-72.23,-37.28,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,20,16,0,16,0.0,-58.26,-77.7,-42.97,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0,25,16,0,16,0.0,-63.92,-83.17,-48.66,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,0,16,0,16,0.0,-39.29,-64.19,-24.39,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,2,16,0,16,0.0,-41.56,-66.37,-26.67,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,4,16,0,16,0.0,-43.83,-68.56,-28.94,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,6,16,0,16,0.0,-46.09,-70.75,-31.22,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,8,16,0,16,0.0,-48.36,-72.94,-33.5,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,10,16,0,16,0.0,-50.62,-75.13,-35.77,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,12,16,0,16,0.0,-52.89,-77.31,-38.05,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,15,16,0,16,0.0,-56.29,-80.6,-41.47,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,20,16,0,16,0.0,-61.95,-86.07,-47.16,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,0.5,25,16,0,16,0.0,-67.62,-91.54,-52.85,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,0,16,0,16,0.0,-42.99,-72.55,-28.1,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,2,16,0,16,0.0,-45.26,-74.74,-30.44,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,4,16,0,16,0.0,-47.52,-76.93,-32.78,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,6,16,0,16,0.0,-49.79,-79.11,-35.12,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,8,16,0,16,0.0,-52.05,-81.3,-37.46,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,10,16,0,16,0.0,-54.32,-83.49,-39.8,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,12,16,0,16,0.0,-56.59,-85.68,-42.15,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,15,16,0,16,0.0,-59.99,-88.96,-45.66,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,20,16,0,16,0.0,-65.65,-94.43,-51.35,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1,25,16,0,16,0.0,-71.32,-99.9,-57.04,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,0,16,0,16,0.0,-46.69,-80.91,-31.54,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,2,16,0,16,0.0,-48.95,-83.1,-33.88,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,4,16,0,16,0.0,-51.22,-85.29,-36.22,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,6,16,0,16,0.0,-53.49,-87.48,-38.56,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,8,16,0,16,0.0,-55.75,-89.67,-40.9,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,10,16,0,16,0.0,-58.02,-91.86,-43.24,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,12,16,0,16,0.0,-60.29,-94.04,-45.58,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,15,16,0,16,0.0,-63.68,-97.33,-49.09,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,20,16,0,16,0.0,-69.35,-102.8,-54.94,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,1.5,25,16,0,16,0.0,-75.01,-108.27,-60.8,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,0,16,0,16,0.0,-50.39,-89.28,-34.83,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,2,16,0,16,0.0,-52.65,-91.47,-37.25,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,4,16,0,16,0.0,-54.92,-93.66,-39.65,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,6,16,0,16,0.0,-57.18,-95.84,-41.99,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,8,16,0,16,0.0,-59.45,-98.03,-44.33,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,10,16,0,16,0.0,-61.71,-100.22,-46.67,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,12,16,0,16,0.0,-63.98,-102.41,-49.02,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,15,16,0,16,0.0,-67.38,-105.69,-52.53,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,20,16,0,16,0.0,-73.05,-111.16,-58.38,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
15,15,2,25,16,0,16,0.0,-78.71,-116.63,-64.23,0.6,"final decision combines mean benefit, robustness penalty, activation cost and speed policy"
